event_id,timestamp,chain_id,scenario,stage,source,identity,asset,action,location,device_trust,mfa_strength,token_age_minutes,privilege_level,data_volume_mb,tool_risk,is_attack,mitre_technique,agentic_risk
evt-557b7283c845,2026-06-02T01:19:00Z,normal-0148,normal_activity,Benign,Identity,user-029,workforce-sso,interactive_login,GB,0.901,2,20,1,0.997,0.189,0,—,—
evt-e7326a8076f0,2026-06-02T01:24:00Z,normal-0149,normal_activity,Benign,Cloud,user-030,analytics-warehouse,run_approved_query,DE,0.786,2,24,2,3.613,0.108,0,—,—
evt-74576014cf14,2026-06-02T01:34:00Z,normal-0150,normal_activity,Benign,Cloud,user-031,analytics-warehouse,run_approved_query,SG,0.896,2,37,2,6.176,0.025,0,—,—
evt-130d2f4d3a90,2026-06-02T01:39:00Z,normal-0151,normal_activity,Benign,AI Agent,user-032,support-agent,agent_summarize_ticket,AU,0.921,2,9,1,1.329,0.101,0,—,—
evt-f68410429cac,2026-06-02T01:44:00Z,normal-0152,normal_activity,Benign,SaaS,user-033,document-store,read_project_document,IN,0.856,2,19,1,3.205,0.188,0,—,—
evt-cbdfa471877e,2026-06-02T01:53:00Z,normal-0153,normal_activity,Benign,Identity,user-034,workforce-sso,interactive_login,IN,0.891,2,38,1,0.196,0.042,0,—,—
evt-719958e2389a,2026-06-02T02:02:00Z,normal-0154,normal_activity,Benign,Identity,user-035,workforce-sso,interactive_login,US,0.798,2,37,1,0.721,0.066,0,—,—
evt-719c4638498d,2026-06-02T02:06:00Z,normal-0155,normal_activity,Benign,GitHub,user-036,engineering-repo,list_assigned_issues,US,0.921,2,16,1,1.314,0.179,0,—,—
evt-4f36e5f2ccb8,2026-06-02T02:15:00Z,normal-0156,normal_activity,Benign,SaaS,user-037,document-store,read_project_document,GB,0.855,2,21,1,0.623,0.164,0,—,—
evt-b3623419ff32,2026-06-02T02:21:00Z,normal-0157,normal_activity,Benign,Cloud,user-038,analytics-warehouse,run_approved_query,DE,0.807,2,10,2,8.301,0.03,0,—,—
evt-f8fbd74f24ee,2026-06-02T02:28:00Z,normal-0158,normal_activity,Benign,GitHub,user-039,engineering-repo,list_assigned_issues,SG,0.985,2,13,1,0.894,0.17,0,—,—
evt-cdb932bd78ec,2026-06-02T02:36:00Z,normal-0159,normal_activity,Benign,Cloud,user-040,analytics-warehouse,run_approved_query,AU,0.891,2,14,2,7.466,0.133,0,—,—
evt-758b125dcdc6,2026-06-02T02:40:00Z,normal-0160,normal_activity,Benign,AI Agent,user-001,support-agent,agent_summarize_ticket,IN,0.782,2,9,1,0.759,0.195,0,—,—
evt-391b90c0cf52,2026-06-02T02:49:00Z,normal-0161,normal_activity,Benign,AI Agent,user-002,support-agent,agent_summarize_ticket,IN,0.843,2,29,1,0.373,0.171,0,—,—
evt-0b2978da482e,2026-06-02T02:56:00Z,normal-0162,normal_activity,Benign,GitHub,user-003,engineering-repo,list_assigned_issues,US,0.955,2,24,1,1.261,0.169,0,—,—
evt-9d0f36e45bb1,2026-06-02T03:02:00Z,normal-0163,normal_activity,Benign,Cloud,user-004,analytics-warehouse,run_approved_query,US,0.894,2,33,2,1.506,0.039,0,—,—
evt-30dc8d7489f0,2026-06-02T03:12:00Z,normal-0164,normal_activity,Benign,AI Agent,user-005,support-agent,agent_summarize_ticket,GB,0.962,2,37,1,0.931,0.073,0,—,—
evt-070f97063c71,2026-06-02T03:15:00Z,normal-0165,normal_activity,Benign,Identity,user-006,workforce-sso,interactive_login,DE,0.911,2,38,1,0.368,0.131,0,—,—
evt-686d1071c8e3,2026-06-02T03:22:00Z,normal-0166,normal_activity,Benign,SaaS,user-007,document-store,read_project_document,SG,0.961,2,37,1,1.189,0.209,0,—,—
evt-b51bf4dedb05,2026-06-02T03:29:00Z,normal-0167,normal_activity,Benign,AI Agent,user-008,support-agent,agent_summarize_ticket,AU,0.95,2,4,1,0.385,0.158,0,—,—
evt-f9047257c3e6,2026-06-02T03:40:00Z,normal-0168,normal_activity,Benign,SaaS,user-009,document-store,read_project_document,IN,0.881,2,35,1,2.085,0.084,0,—,—
evt-0867ccbc2a1d,2026-06-02T03:45:00Z,normal-0169,normal_activity,Benign,GitHub,user-010,engineering-repo,list_assigned_issues,IN,0.95,2,32,1,0.568,0.077,0,—,—
evt-662788311dc0,2026-06-02T03:52:00Z,normal-0170,normal_activity,Benign,AI Agent,user-011,support-agent,agent_summarize_ticket,US,0.864,2,23,1,0.903,0.21,0,—,—
evt-d814333f5641,2026-06-02T03:58:00Z,normal-0171,normal_activity,Benign,GitHub,user-012,engineering-repo,list_assigned_issues,US,0.944,2,35,1,1.457,0.067,0,—,—
evt-14f75391f492,2026-06-02T04:08:00Z,normal-0172,normal_activity,Benign,AI Agent,user-013,support-agent,agent_summarize_ticket,GB,0.83,2,7,1,0.439,0.097,0,—,—
evt-498b95fd4973,2026-06-02T04:14:00Z,normal-0173,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.924,2,31,2,8.155,0.11,0,—,—
evt-3d022e1b3dde,2026-06-02T04:19:00Z,normal-0174,normal_activity,Benign,AI Agent,user-015,support-agent,agent_summarize_ticket,SG,0.831,2,3,1,1.176,0.202,0,—,—
evt-4c7b395122d7,2026-06-02T04:26:00Z,normal-0175,normal_activity,Benign,Cloud,user-016,analytics-warehouse,run_approved_query,AU,0.821,2,19,2,1.472,0.194,0,—,—
evt-d5de227eabc5,2026-06-02T04:32:00Z,normal-0176,normal_activity,Benign,AI Agent,user-017,support-agent,agent_summarize_ticket,IN,0.895,2,9,1,0.736,0.189,0,—,—
evt-c4af77e5558f,2026-06-02T04:42:00Z,normal-0177,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.783,2,19,1,4.891,0.129,0,—,—
evt-eaabadc0cb74,2026-06-02T04:47:00Z,normal-0178,normal_activity,Benign,Identity,user-019,workforce-sso,interactive_login,US,0.868,2,9,1,0.175,0.11,0,—,—
evt-55f76e781c09,2026-06-02T04:54:00Z,normal-0179,normal_activity,Benign,AI Agent,user-020,support-agent,agent_summarize_ticket,US,0.939,1,24,1,0.561,0.155,0,—,—
evt-f39ac6dd16e9,2026-06-02T05:00:00Z,normal-0180,normal_activity,Benign,GitHub,user-021,engineering-repo,list_assigned_issues,GB,0.932,2,19,1,0.403,0.087,0,—,—
evt-fb21bac92e45,2026-06-02T05:08:00Z,normal-0181,normal_activity,Benign,Cloud,user-022,analytics-warehouse,run_approved_query,DE,0.934,2,35,2,10.721,0.178,0,—,—
evt-a48a38c477c4,2026-06-02T05:15:00Z,normal-0182,normal_activity,Benign,AI Agent,user-023,support-agent,agent_summarize_ticket,SG,0.935,1,37,1,0.836,0.034,0,—,—
evt-2f14d10e6a96,2026-06-02T05:25:00Z,normal-0183,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.806,2,38,2,3.139,0.113,0,—,—
evt-1a7bfbb241c6,2026-06-02T05:32:00Z,normal-0184,normal_activity,Benign,AI Agent,user-025,support-agent,agent_summarize_ticket,IN,0.882,2,2,1,0.889,0.093,0,—,—
evt-231005a78283,2026-06-02T05:35:00Z,normal-0185,normal_activity,Benign,Identity,user-026,workforce-sso,interactive_login,IN,0.986,1,31,1,0.746,0.017,0,—,—
evt-ff3d93e8c0ca,2026-06-02T05:45:00Z,normal-0186,normal_activity,Benign,GitHub,user-027,engineering-repo,list_assigned_issues,US,0.998,2,25,1,1.319,0.089,0,—,—
evt-19d392822f91,2026-06-02T05:53:00Z,normal-0187,normal_activity,Benign,SaaS,user-028,document-store,read_project_document,US,0.94,2,1,1,5.19,0.169,0,—,—
evt-bf7cf47fd830,2026-06-02T05:58:00Z,normal-0188,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.856,2,8,2,5.931,0.017,0,—,—
evt-50a90f6f6e53,2026-06-02T06:06:00Z,normal-0189,normal_activity,Benign,AI Agent,user-030,support-agent,agent_summarize_ticket,DE,0.787,2,4,1,0.194,0.061,0,—,—
evt-15847bb79d67,2026-06-02T06:10:00Z,normal-0190,normal_activity,Benign,AI Agent,user-031,support-agent,agent_summarize_ticket,SG,0.999,2,37,1,0.179,0.077,0,—,—
evt-d6157ec4ad40,2026-06-02T06:21:00Z,normal-0191,normal_activity,Benign,AI Agent,user-032,support-agent,agent_summarize_ticket,AU,0.829,2,4,1,1.48,0.127,0,—,—
evt-7fc06c41646a,2026-06-02T06:28:00Z,normal-0192,normal_activity,Benign,GitHub,user-033,engineering-repo,list_assigned_issues,IN,0.987,2,34,1,1.289,0.077,0,—,—
evt-7a6f357e307d,2026-06-02T06:34:00Z,normal-0193,normal_activity,Benign,SaaS,user-034,document-store,read_project_document,IN,0.846,2,30,1,1.939,0.202,0,—,—
evt-db6157e2a858,2026-06-02T06:42:00Z,normal-0194,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.922,2,24,1,1.107,0.029,0,—,—
evt-38b2cd67a73a,2026-06-02T06:46:00Z,normal-0195,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.939,2,31,1,0.202,0.054,0,—,—
evt-561813b953d3,2026-06-02T06:54:00Z,normal-0196,normal_activity,Benign,Cloud,user-037,analytics-warehouse,run_approved_query,GB,0.981,2,14,2,3.47,0.093,0,—,—
evt-ddbc0eee4a26,2026-06-02T07:00:00Z,normal-0197,normal_activity,Benign,GitHub,user-038,engineering-repo,list_assigned_issues,DE,0.859,2,30,1,0.823,0.031,0,—,—
evt-977b1b1bc020,2026-06-02T07:09:00Z,normal-0198,normal_activity,Benign,SaaS,user-039,document-store,read_project_document,SG,0.943,1,36,1,2.057,0.206,0,—,—
evt-8d5735e994ea,2026-06-02T07:17:00Z,normal-0199,normal_activity,Benign,SaaS,user-040,document-store,read_project_document,AU,0.89,2,22,1,1.912,0.064,0,—,—
evt-bce612a153f9,2026-06-02T07:23:00Z,normal-0200,normal_activity,Benign,SaaS,user-001,document-store,read_project_document,IN,0.811,2,12,1,3.922,0.203,0,—,—
evt-2aab5859f810,2026-06-02T07:31:00Z,normal-0201,normal_activity,Benign,Identity,user-002,workforce-sso,interactive_login,IN,0.948,2,15,1,0.99,0.024,0,—,—
evt-36f110d3f266,2026-06-02T07:35:00Z,normal-0202,normal_activity,Benign,AI Agent,user-003,support-agent,agent_summarize_ticket,US,0.981,2,2,1,1.033,0.011,0,—,—
evt-6fd54c342422,2026-06-02T07:45:00Z,normal-0203,normal_activity,Benign,AI Agent,user-004,support-agent,agent_summarize_ticket,US,0.959,2,12,1,0.501,0.032,0,—,—
evt-443350aa0f15,2026-06-02T07:48:00Z,normal-0204,normal_activity,Benign,Cloud,user-005,analytics-warehouse,run_approved_query,GB,0.797,2,30,2,4.281,0.129,0,—,—
evt-0c061b29537a,2026-06-02T07:56:00Z,normal-0205,normal_activity,Benign,Identity,user-006,workforce-sso,interactive_login,DE,0.801,2,36,1,0.3,0.11,0,—,—
evt-2df74bffbdee,2026-06-02T08:02:00Z,normal-0206,normal_activity,Benign,Identity,user-007,workforce-sso,interactive_login,SG,0.977,2,15,1,0.703,0.054,0,—,—
evt-1d8a57125fb1,2026-06-02T08:13:00Z,normal-0207,normal_activity,Benign,AI Agent,user-008,support-agent,agent_summarize_ticket,AU,0.925,2,21,1,1.359,0.013,0,—,—
evt-fa91a0706a8c,2026-06-02T08:17:00Z,normal-0208,normal_activity,Benign,SaaS,user-009,document-store,read_project_document,IN,0.904,2,25,1,4.563,0.152,0,—,—
evt-fb1ac6f34263,2026-06-02T08:27:00Z,normal-0209,normal_activity,Benign,AI Agent,user-010,support-agent,agent_summarize_ticket,IN,0.944,2,7,1,1.114,0.102,0,—,—
evt-41bf93b0fead,2026-06-02T08:30:00Z,normal-0210,normal_activity,Benign,Identity,user-011,workforce-sso,interactive_login,US,0.92,2,29,1,0.341,0.113,0,—,—
evt-93ee73076baf,2026-06-02T08:39:00Z,normal-0211,normal_activity,Benign,AI Agent,user-012,support-agent,agent_summarize_ticket,US,0.845,2,5,1,0.632,0.027,0,—,—
evt-c09d08f1311b,2026-06-02T08:45:00Z,normal-0212,normal_activity,Benign,Identity,user-013,workforce-sso,interactive_login,GB,0.781,2,24,1,0.38,0.17,0,—,—
evt-9d77c73e3066,2026-06-02T08:51:00Z,normal-0213,normal_activity,Benign,Identity,user-014,workforce-sso,interactive_login,DE,0.8,2,21,1,0.133,0.191,0,—,—
evt-6d03fd55c9df,2026-06-02T08:58:00Z,normal-0214,normal_activity,Benign,SaaS,user-015,document-store,read_project_document,SG,0.906,2,25,1,2.449,0.046,0,—,—
evt-0c775411d7dd,2026-06-02T09:07:00Z,normal-0215,normal_activity,Benign,Cloud,user-016,analytics-warehouse,run_approved_query,AU,0.952,2,16,2,6.651,0.161,0,—,—
evt-7fe6f12686d5,2026-06-02T09:15:00Z,normal-0216,normal_activity,Benign,GitHub,user-017,engineering-repo,list_assigned_issues,IN,0.965,2,22,1,0.303,0.102,0,—,—
evt-91a88d443feb,2026-06-02T09:22:00Z,normal-0217,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.885,2,26,1,5.185,0.213,0,—,—
evt-e4335ddb08a5,2026-06-02T09:28:00Z,normal-0218,normal_activity,Benign,GitHub,user-019,engineering-repo,list_assigned_issues,US,0.96,2,8,1,1.939,0.206,0,—,—
evt-14a156328c60,2026-06-02T09:34:00Z,normal-0219,normal_activity,Benign,Cloud,user-020,analytics-warehouse,run_approved_query,US,0.987,2,19,2,8.151,0.185,0,—,—
evt-46edd6e3baf0,2026-06-02T09:40:00Z,normal-0220,normal_activity,Benign,SaaS,user-021,document-store,read_project_document,GB,0.836,2,28,1,4.815,0.176,0,—,—
evt-9637371ee040,2026-06-02T09:47:00Z,normal-0221,normal_activity,Benign,Cloud,user-022,analytics-warehouse,run_approved_query,DE,0.9,2,24,2,7.947,0.157,0,—,—
evt-a9650bf1233f,2026-06-02T09:58:00Z,normal-0222,normal_activity,Benign,SaaS,user-023,document-store,read_project_document,SG,0.922,1,26,1,5.504,0.213,0,—,—
evt-d075505311cd,2026-06-02T10:03:00Z,normal-0223,normal_activity,Benign,AI Agent,user-024,support-agent,agent_summarize_ticket,AU,0.903,2,15,1,0.815,0.104,0,—,—
evt-a430e80aa65b,2026-06-02T10:11:00Z,normal-0224,normal_activity,Benign,Cloud,user-025,analytics-warehouse,run_approved_query,IN,0.803,2,6,2,2.96,0.034,0,—,—
evt-3aad4f80dd6e,2026-06-02T10:16:00Z,normal-0225,normal_activity,Benign,Identity,user-026,workforce-sso,interactive_login,IN,0.876,2,21,1,0.348,0.024,0,—,—
evt-00bbb9f224b9,2026-06-02T10:22:00Z,normal-0226,normal_activity,Benign,SaaS,user-027,document-store,read_project_document,US,0.985,2,34,1,0.867,0.047,0,—,—
evt-562c8dcf7acc,2026-06-02T10:30:00Z,normal-0227,normal_activity,Benign,SaaS,user-028,document-store,read_project_document,US,0.921,2,2,1,2.673,0.165,0,—,—
evt-56b5e480daa8,2026-06-02T10:37:00Z,normal-0228,normal_activity,Benign,Identity,user-029,workforce-sso,interactive_login,GB,0.907,2,35,1,0.45,0.049,0,—,—
evt-be97ca1e1d55,2026-06-02T10:45:00Z,normal-0229,normal_activity,Benign,GitHub,user-030,engineering-repo,list_assigned_issues,DE,0.911,2,38,1,1.374,0.034,0,—,—
evt-5ebbd546ae66,2026-06-02T10:52:00Z,normal-0230,normal_activity,Benign,AI Agent,user-031,support-agent,agent_summarize_ticket,SG,0.91,2,21,1,0.516,0.035,0,—,—
evt-a955bfb0ffa7,2026-06-02T10:59:00Z,normal-0231,normal_activity,Benign,AI Agent,user-032,support-agent,agent_summarize_ticket,AU,0.864,2,35,1,0.935,0.156,0,—,—
evt-1c85a32aa01e,2026-06-02T11:05:00Z,normal-0232,normal_activity,Benign,Identity,user-033,workforce-sso,interactive_login,IN,0.97,2,32,1,0.555,0.039,0,—,—
evt-f1cff7b4b126,2026-06-02T11:14:00Z,normal-0233,normal_activity,Benign,Cloud,user-034,analytics-warehouse,run_approved_query,IN,0.888,2,2,2,9.901,0.177,0,—,—
evt-3cbd49fca244,2026-06-02T11:19:00Z,normal-0234,normal_activity,Benign,Cloud,user-035,analytics-warehouse,run_approved_query,US,0.901,2,8,2,3.187,0.066,0,—,—
evt-4a4641ce5cab,2026-06-02T11:29:00Z,normal-0235,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.828,2,16,1,1.107,0.073,0,—,—
evt-08c0e3125546,2026-06-02T11:32:00Z,normal-0236,normal_activity,Benign,SaaS,user-037,document-store,read_project_document,GB,0.826,2,23,1,2.222,0.191,0,—,—
evt-7520a29435e8,2026-06-02T11:43:00Z,normal-0237,normal_activity,Benign,Identity,user-038,workforce-sso,interactive_login,DE,0.905,2,35,1,0.633,0.045,0,—,—
evt-8114321a53bf,2026-06-02T11:48:00Z,normal-0238,normal_activity,Benign,Identity,user-039,workforce-sso,interactive_login,SG,0.81,2,27,1,0.289,0.203,0,—,—
evt-2141a2c08176,2026-06-02T11:55:00Z,normal-0239,normal_activity,Benign,SaaS,user-040,document-store,read_project_document,AU,0.948,2,32,1,0.936,0.04,0,—,—
evt-ad28320a3565,2026-06-02T12:02:00Z,normal-0240,normal_activity,Benign,Cloud,user-001,analytics-warehouse,run_approved_query,IN,0.893,2,24,2,11.33,0.105,0,—,—
evt-04cdaed15ebd,2026-06-02T12:10:00Z,normal-0241,normal_activity,Benign,Cloud,user-002,analytics-warehouse,run_approved_query,IN,0.92,2,5,2,10.525,0.177,0,—,—
evt-7382afb496be,2026-06-02T12:17:00Z,normal-0242,normal_activity,Benign,GitHub,user-003,engineering-repo,list_assigned_issues,US,0.9,2,32,1,0.503,0.176,0,—,—
evt-b31246bd8558,2026-06-02T12:21:00Z,normal-0243,normal_activity,Benign,SaaS,user-004,document-store,read_project_document,US,0.877,1,28,1,3.832,0.052,0,—,—
evt-8fdaf0e84f21,2026-06-02T12:29:00Z,normal-0244,normal_activity,Benign,GitHub,user-005,engineering-repo,list_assigned_issues,GB,0.835,2,11,1,1.761,0.021,0,—,—
evt-c8eb5a1c15e2,2026-06-02T12:37:00Z,normal-0245,normal_activity,Benign,SaaS,user-006,document-store,read_project_document,DE,0.885,2,15,1,4.58,0.119,0,—,—
evt-749ded545dd0,2026-06-02T12:45:00Z,normal-0246,normal_activity,Benign,SaaS,user-007,document-store,read_project_document,SG,0.885,2,6,1,4.234,0.163,0,—,—
evt-d4110eaddb06,2026-06-02T12:49:00Z,normal-0247,normal_activity,Benign,SaaS,user-008,document-store,read_project_document,AU,0.921,2,5,1,2.332,0.121,0,—,—
evt-88f80d2c2714,2026-06-02T12:56:00Z,normal-0248,normal_activity,Benign,Cloud,user-009,analytics-warehouse,run_approved_query,IN,0.916,2,14,2,3.77,0.028,0,—,—
evt-7dbac5d0256c,2026-06-02T13:03:00Z,normal-0249,normal_activity,Benign,SaaS,user-010,document-store,read_project_document,IN,0.835,2,16,1,0.914,0.126,0,—,—
evt-053b35826770,2026-06-02T13:14:00Z,normal-0250,normal_activity,Benign,GitHub,user-011,engineering-repo,list_assigned_issues,US,0.825,2,13,1,1.888,0.167,0,—,—
evt-1d81fcf87832,2026-06-02T13:19:00Z,normal-0251,normal_activity,Benign,SaaS,user-012,document-store,read_project_document,US,0.89,2,34,1,4.746,0.197,0,—,—
evt-5470610d8e3a,2026-06-02T13:24:00Z,normal-0252,normal_activity,Benign,GitHub,user-013,engineering-repo,list_assigned_issues,GB,0.9,2,31,1,0.351,0.21,0,—,—
evt-b6c1ca8aeaa6,2026-06-02T13:31:00Z,normal-0253,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.891,2,33,2,1.518,0.171,0,—,—
evt-1af93764b97e,2026-06-02T13:41:00Z,normal-0254,normal_activity,Benign,GitHub,user-015,engineering-repo,list_assigned_issues,SG,0.797,2,10,1,1.119,0.123,0,—,—
evt-c7b800db0012,2026-06-02T13:48:00Z,normal-0255,normal_activity,Benign,Cloud,user-016,analytics-warehouse,run_approved_query,AU,0.941,2,4,2,9.361,0.061,0,—,—
evt-8985b30d1adc,2026-06-02T13:55:00Z,normal-0256,normal_activity,Benign,SaaS,user-017,document-store,read_project_document,IN,0.806,2,1,1,3.751,0.044,0,—,—
evt-5a99ba39e970,2026-06-02T14:01:00Z,normal-0257,normal_activity,Benign,GitHub,user-018,engineering-repo,list_assigned_issues,IN,0.941,2,2,1,1.469,0.08,0,—,—
evt-c6f2b26618b6,2026-06-02T14:09:00Z,normal-0258,normal_activity,Benign,Cloud,user-019,analytics-warehouse,run_approved_query,US,0.892,1,37,2,8.496,0.045,0,—,—
evt-c43bdb284593,2026-06-02T14:14:00Z,normal-0259,normal_activity,Benign,AI Agent,user-020,support-agent,agent_summarize_ticket,US,0.781,2,1,1,0.42,0.061,0,—,—
evt-55b5ff106f89,2026-06-02T14:23:00Z,normal-0260,normal_activity,Benign,Cloud,user-021,analytics-warehouse,run_approved_query,GB,0.829,2,21,2,13.484,0.067,0,—,—
evt-fa04f078576d,2026-06-02T14:27:00Z,normal-0261,normal_activity,Benign,AI Agent,user-022,support-agent,agent_summarize_ticket,DE,0.996,2,5,1,0.412,0.194,0,—,—
evt-90fd0b88cb1e,2026-06-02T14:36:00Z,normal-0262,normal_activity,Benign,GitHub,user-023,engineering-repo,list_assigned_issues,SG,0.904,2,16,1,0.264,0.107,0,—,—
evt-2fbbbdd98fd0,2026-06-02T14:45:00Z,normal-0263,normal_activity,Benign,SaaS,user-024,document-store,read_project_document,AU,0.813,2,2,1,5.987,0.059,0,—,—
evt-8ceb2cb04bbd,2026-06-02T14:50:00Z,normal-0264,normal_activity,Benign,Cloud,user-025,analytics-warehouse,run_approved_query,IN,0.967,2,7,2,5.355,0.053,0,—,—
evt-d5b9ecf56dbf,2026-06-02T14:56:00Z,normal-0265,normal_activity,Benign,Identity,user-026,workforce-sso,interactive_login,IN,0.983,2,34,1,0.42,0.097,0,—,—
evt-1463e902ea2a,2026-06-02T15:04:00Z,normal-0266,normal_activity,Benign,Cloud,user-027,analytics-warehouse,run_approved_query,US,0.796,2,28,2,7.571,0.149,0,—,—
evt-d473ac40f30e,2026-06-02T15:10:00Z,normal-0267,normal_activity,Benign,GitHub,user-028,engineering-repo,list_assigned_issues,US,0.85,2,5,1,0.699,0.208,0,—,—
evt-47239ba35639,2026-06-02T15:17:00Z,normal-0268,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.807,2,14,2,3.137,0.105,0,—,—
evt-81850a85891c,2026-06-02T15:26:00Z,normal-0269,normal_activity,Benign,AI Agent,user-030,support-agent,agent_summarize_ticket,DE,0.789,2,21,1,1.257,0.041,0,—,—
evt-cf0107fcac0a,2026-06-02T15:31:00Z,normal-0270,normal_activity,Benign,SaaS,user-031,document-store,read_project_document,SG,0.787,2,29,1,2.498,0.127,0,—,—
evt-e9e3fd105275,2026-06-02T15:41:00Z,normal-0271,normal_activity,Benign,SaaS,user-032,document-store,read_project_document,AU,0.809,2,24,1,2.88,0.154,0,—,—
evt-21509cf5940f,2026-06-02T15:44:00Z,normal-0272,normal_activity,Benign,Cloud,user-033,analytics-warehouse,run_approved_query,IN,0.958,2,22,2,1.283,0.036,0,—,—
evt-5a728ddda787,2026-06-02T15:54:00Z,normal-0273,normal_activity,Benign,Cloud,user-034,analytics-warehouse,run_approved_query,IN,0.93,2,14,2,10.418,0.201,0,—,—
evt-f0b5558b077c,2026-06-02T16:00:00Z,normal-0274,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.89,2,31,1,0.166,0.023,0,—,—
evt-b4841fc7f98d,2026-06-02T16:07:00Z,normal-0275,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.955,2,23,1,0.449,0.111,0,—,—
evt-53e2dd2f0523,2026-06-02T16:15:00Z,normal-0276,normal_activity,Benign,AI Agent,user-037,support-agent,agent_summarize_ticket,GB,0.828,2,18,1,0.136,0.022,0,—,—
evt-b7cbcfa10eae,2026-06-02T16:22:00Z,normal-0277,normal_activity,Benign,SaaS,user-038,document-store,read_project_document,DE,0.839,2,4,1,4.648,0.17,0,—,—
evt-e208b80ef1b9,2026-06-02T16:27:00Z,normal-0278,normal_activity,Benign,SaaS,user-039,document-store,read_project_document,SG,0.819,2,23,1,5.899,0.202,0,—,—
evt-5bec0a6b3bc7,2026-06-02T16:33:00Z,normal-0279,normal_activity,Benign,Cloud,user-040,analytics-warehouse,run_approved_query,AU,0.899,2,3,2,2.847,0.029,0,—,—
evt-f2129e85fca0,2026-06-02T16:41:00Z,normal-0280,normal_activity,Benign,SaaS,user-001,document-store,read_project_document,IN,0.855,2,21,1,0.316,0.023,0,—,—
evt-36be700c9bf3,2026-06-02T16:48:00Z,normal-0281,normal_activity,Benign,Identity,user-002,workforce-sso,interactive_login,IN,0.862,2,26,1,0.587,0.133,0,—,—
evt-5c9fffb20ece,2026-06-02T16:56:00Z,normal-0282,normal_activity,Benign,Cloud,user-003,analytics-warehouse,run_approved_query,US,0.923,2,36,2,13.333,0.156,0,—,—
evt-d4fee06a432d,2026-06-02T17:05:00Z,normal-0283,normal_activity,Benign,GitHub,user-004,engineering-repo,list_assigned_issues,US,0.808,2,37,1,1.219,0.092,0,—,—
evt-20f31e1a4c5d,2026-06-02T17:12:00Z,normal-0284,normal_activity,Benign,AI Agent,user-005,support-agent,agent_summarize_ticket,GB,0.803,2,22,1,0.409,0.167,0,—,—
evt-841eadfcc7a1,2026-06-02T17:16:00Z,normal-0285,normal_activity,Benign,GitHub,user-006,engineering-repo,list_assigned_issues,DE,0.878,2,16,1,1.309,0.156,0,—,—
evt-3453f9d43233,2026-06-02T17:24:00Z,normal-0286,normal_activity,Benign,SaaS,user-007,document-store,read_project_document,SG,0.975,2,25,1,0.827,0.084,0,—,—
evt-c5c2f2e5834e,2026-06-02T17:32:00Z,normal-0287,normal_activity,Benign,SaaS,user-008,document-store,read_project_document,AU,0.879,2,3,1,2.981,0.072,0,—,—
evt-42636ed2a016,2026-06-02T17:38:00Z,normal-0288,normal_activity,Benign,Identity,user-009,workforce-sso,interactive_login,IN,0.9,2,6,1,0.261,0.081,0,—,—
evt-f42746e8a86b,2026-06-02T17:47:00Z,normal-0289,normal_activity,Benign,Cloud,user-010,analytics-warehouse,run_approved_query,IN,0.815,2,14,2,9.497,0.215,0,—,—
evt-1e5d853e7239,2026-06-02T17:53:00Z,normal-0290,normal_activity,Benign,SaaS,user-011,document-store,read_project_document,US,0.801,2,36,1,4.388,0.186,0,—,—
evt-0888e2941e1f,2026-06-02T17:58:00Z,normal-0291,normal_activity,Benign,Cloud,user-012,analytics-warehouse,run_approved_query,US,0.824,1,11,2,11.711,0.144,0,—,—
evt-fee0c350c19a,2026-06-02T18:04:00Z,normal-0292,normal_activity,Benign,GitHub,user-013,engineering-repo,list_assigned_issues,GB,0.8,2,12,1,1.591,0.088,0,—,—
evt-033fe7f2aa3f,2026-06-02T18:14:00Z,normal-0293,normal_activity,Benign,GitHub,user-014,engineering-repo,list_assigned_issues,DE,0.904,2,7,1,0.6,0.028,0,—,—
evt-b2c695927db0,2026-06-02T18:20:00Z,normal-0294,normal_activity,Benign,Cloud,user-015,analytics-warehouse,run_approved_query,SG,0.96,2,35,2,3.958,0.154,0,—,—
evt-4c8f4860ea93,2026-06-02T18:28:00Z,normal-0295,normal_activity,Benign,Identity,user-016,workforce-sso,interactive_login,AU,0.89,2,37,1,0.573,0.152,0,—,—
evt-3d2359c6fd41,2026-06-02T18:36:00Z,normal-0296,normal_activity,Benign,SaaS,user-017,document-store,read_project_document,IN,0.958,2,28,1,5.706,0.026,0,—,—
